title,company,location,salary,description,date_posted,apply_link
DevOps Engineer - Media Data Plattform (m|w|d),envia Mitteldeutsche Energie AG,"Chemnitz, Chemnitz (Kreis)",Confidential,"Du willst die Energiewende aktiv mitgestalten? Dann bist du bei uns genau richtig! enviaM ist der führende regionale Energiedienstleister in Ostdeutschland. Wir gestalten aktiv die Energiezukunft und treiben täglich die Energiewende durch moderne Lösungen in der Energieerzeugung und -Verteilung an! Du auch? Du hast Lust, die digitale Zukunft der Energieversorgung mitzugestalten und dabei Teil eines innovativen und modernen Projektteams zu sein? Dann suchen wir genau Dich! Gemeinsam entwickeln w…",2025-10-15T22:43:02Z,https://www.adzuna.de/land/ad/5449043180?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=93BF30FB53F3B36BEC40EE0C55B526BD5D4D57D1
DevOps Engineer - Media Data Plattform (m|w|d),envia Mitteldeutsche Energie AG,"Halle, Holzminden (Kreis)",Confidential,"Du willst die Energiewende aktiv mitgestalten? Dann bist du bei uns genau richtig! enviaM ist der führende regionale Energiedienstleister in Ostdeutschland. Wir gestalten aktiv die Energiezukunft und treiben täglich die Energiewende durch moderne Lösungen in der Energieerzeugung und -Verteilung an! Du auch? Du hast Lust, die digitale Zukunft der Energieversorgung mitzugestalten und dabei Teil eines innovativen und modernen Projektteams zu sein? Dann suchen wir genau Dich! Gemeinsam entwickeln w…",2025-10-15T22:42:58Z,https://www.adzuna.de/land/ad/5449043020?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=6955E354AC67E1BAB23FAB2D72DBF5BCE6046D6E
DevOps Engineer - Media Data Plattform (m|w|d),envia Mitteldeutsche Energie AG,"Markkleeberg, Leipzig (Kreis)",Confidential,"Du willst die Energiewende aktiv mitgestalten? Dann bist du bei uns genau richtig! enviaM ist der führende regionale Energiedienstleister in Ostdeutschland. Wir gestalten aktiv die Energiezukunft und treiben täglich die Energiewende durch moderne Lösungen in der Energieerzeugung und -Verteilung an! Du auch? Du hast Lust, die digitale Zukunft der Energieversorgung mitzugestalten und dabei Teil eines innovativen und modernen Projektteams zu sein? Dann suchen wir genau Dich! Gemeinsam entwickeln w…",2025-10-15T22:42:58Z,https://www.adzuna.de/land/ad/5449043014?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=D1164E5FDD94825C8487B34AF417816531B666DC
Senior Data Analyst (m/w/d),Eyevis gmbh,"Blücherplatz, Kiel",Confidential,"Wir, die Eyevis GmbH sind ein Anbieter von visuellen Display Lösungen mit Sitz in Kiel. Das Unternehmen entwickelt und produziert innovative Technologien für professionelle Anwendungen in Kontrollräumen, Präsentationsumgebungen und weiteren spezialisierten Bereichen. Eyevis legt großen Wert auf Qualität und Kundenorientierung, um maßgeschneiderte Lösungen zu bieten. Eigenständige/Selbstorganisation in der Erhebung, Bereinigung, Modellierung und Visualisierung von Daten aus Hardware und Software…",2025-11-22T17:09:57Z,https://www.adzuna.de/land/ad/5509088211?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=48FEE4E11986C626B5808B2DFCA97D19634AF238
Senior Data Analyst (m/w/d),Franzke Sicherheit,"Frauenstein, Wiesbaden",Confidential,"Wir, die Franzke Sicherheit sind ein Unternehmen im Bereich Sicherheitslösungen mit Sitz in Walluf. Seit vielen Jahren bieten wir unseren Kunden maßgeschneiderte Sicherheitskonzepte und innovative Technologien. Unser Fokus liegt auf Zuverlässigkeit und Qualität. Unser engagiertes Team besteht aus erfahrenen Fachleuten, die kontinuierlich geschult werden, um den hohen Standards der Branche gerecht zu werden. Wir legen großen Wert auf Kundenzufriedenheit und individuelle Betreuung. Franzke Sicher…",2025-11-22T17:09:51Z,https://www.adzuna.de/land/ad/5509088153?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=12BE594C5FBD1B119FBF731E16597B9323619F82
Teamassistenz (m/w/d) Data & Policy,Stifterverband,"Mitte, Berlin",Confidential,"Organisation von Veranstaltungen, Absprachen mit Dienstleistungsunternehmen, Einladungsmanagement, Unterstützung bei der Durchführung vor Ort und online Redaktionelle Unterstützung, gestalterische Überarbeitung von Publikationen und Präsentationen, Korrektorat, Absprachen mit der Kommunikationsabteilung, Pflege von Kommunikationskanälen zum Beispiel auf Social Media Recherche zu Terminen, Personen und Themen Pflege von Datenbanken Allgemeines Office Management, Beschaffung von Büromaterialien, …",2025-11-20T16:32:30Z,https://www.adzuna.de/land/ad/5505158535?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=6F79F9BFB5320C69032F53C6F1AF6A86AC5A3B24
Data Engineer (m/w/d),Ströer SE & Co. KGaA,"Berlin, Deutschland",Confidential,"Möchtest du digitale Lösungen entwickeln, die den Journalismus auf das nächste Level bringen? In der Ströer Content Group Product & Tech arbeiten über 150 Expert:innen an innovativen Konzepten. Unser Herzstück ist t-online.de, Deutschlands führende Nachrichten- und Ratgeberplattform. Mit einem einzigartigen Multiscreen-Konzept erreicht t-online millionen Nutzer:innen über alle digitalen Kanäle und setzt auf multimediales Storytelling, das sich an aktuellen Trends und Nutzer:innenverhalten orien…",2025-11-23T05:17:32Z,https://www.adzuna.de/land/ad/5510206478?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=C242E741CC2996FA31E0C83178C69966A3F17A61
Data Scientist (m/w/d) für geowissenschaftliche Datenanalyse und Webtoolentwicklung,Helmholtz-Zentrum hereon GmbH - Geesthacht,"Geesthacht, Herzogtum Lauenburg (Kreis)",Confidential,"Referenzcode: 886 - 2025/KS 5 Arbeitsort: Geesthacht Bewerbungsfrist: 26.11.2025 Das Norddeutsche Küsten- und Klimabüro am Institut für Küstensysteme - Analyse und Modellierung sucht zum nächstmöglichen Zeitpunkt, befristet bis zum 30.11.2027, einen Data Scientist (m/w/d) für geowissenschaftliche Datenanalyse und Webtool­entwicklung. Die Vollzeitstelle (39 h/Woche) ist grundsätzlich auch teilbar. Die Stelle ist angegliedert an das BMBF-Projekt WAKOS - Wasser an den Küsten Ostfrieslands sowie an…",2025-11-03T18:01:39Z,https://www.adzuna.de/land/ad/5478478192?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=C36AE5AAC78339CB4752636C1F060B928DCB62E6
Credit Risk Senior Associate - Retail Mortgage,N26 GmbH,"Berlin, Deutschland",Confidential,"N26 is looking for a Credit Risk Senior Associate to join N26's Retail Mortgage team. N26 has reimagined banking for today's digital world. Technology and design empower everything we do and it's how we are building the global banking platform the world loves to use. We've eliminated physical branches, paperwork, and hidden fees for an elegant digital experience and supreme savings. Giving people the power to live and bank their way is what gets us out of bed in the morning and inspires the wor…",2025-10-02T20:39:05Z,https://www.adzuna.de/land/ad/5427384682?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=F5740B3E706CF40A67E8E165EA1BF318374D922B
HR Project Manager (f/m/x),AUTO1 Group,"Berlin, Deutschland",Confidential,"Choose challenge. Choose pace. Choose growth. Our Production Department is responsible for the supply chain behind online used car purchases for private customers. We are fast, data-driven, and always striving for the highest possible efficiency. But that's not enough for us! Our goal is to redefine the used car market for private customers through a best-in-class production process. As an HR Project Manager, you will be a valuable addition to our international team. You will develop and monito…",2025-11-22T23:00:01Z,https://www.adzuna.de/land/ad/5509912186?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=E84612B9FC39E42CA6E1EFE8691247105467D861
"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026",Datev eG,"Nürnberg, Bayern",Confidential,"Das ist das Arbeitsumfeld: Bei DATEV arbeitest du nicht nur in einem Team, sondern bist von Anfang an Teil einer Gemeinschaft, die rund 200 Auszubildende und dual Studierende umfasst. Du bist in verschiedene Aufgaben eingebunden, die sowohl herausfordernd als auch abwechslungsreich sind. Gemeinsam sorgen wir für exzellente Kundenberatung und langfristige Geschäftsbeziehungen. Du arbeitest in einem dynamischen und innovativen Umfeld, das neuen Ideen und Weiterentwicklungen stets offen gegenübers…",2025-08-01T03:06:44Z,https://www.adzuna.de/land/ad/5331000753?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=D06BB784CDCAB65AF1288C4E55C766AC1F1D24B5
Actuarial Data Scientist / Aktuar:in / Mathematiker:in im Pricing (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Confidential,"Hallo, lass uns WIR sagen! Wir – die HUK-COBURG Versicherungsgruppe – zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…",2025-11-21T12:33:46Z,https://www.adzuna.de/land/ad/5507297876?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=BC4BD320FA3FB7D72AD29C27516487A49EF1BFA6
Senior Machine Learning Engineer,Stepstone GmbH,"Düsseldorf, Nordrhein-Westfalen",Confidential,"At The Stepstone Group, we have a simple yet very important mission: The right job for everyone. Using our data, platform, and technology, we create opportunities for jobseekers and companies around the world to find a perfect match in fair and equitable way. With over 20 brands across 30 countries, we strive for fair and unbiased hiring. Join our team of 4,000 employees and be part of reshaping the labour market and becoming the world's leading job platform. Aufgaben Your job: Implement and pr…",2025-10-02T20:39:01Z,https://www.adzuna.de/land/ad/5427382786?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=94A52CDC88C42D325402B96DC1E8CCF86EA053E7
Legal Counsel IP & Technology Law,N26 GmbH,"Berlin, Deutschland",Confidential,"N26 has reimagined banking for today's digital world. Technology and design empower everything we do and it's how we are building the global banking platform the world loves to use. We've eliminated physical branches, paperwork, and hidden fees for an elegant digital experience and supreme savings. Giving people the power to live and bank their way is what gets us out of bed in the morning and inspires the work that we do. We are headquartered in Berlin with offices in multiple cities across Eu…",2025-10-25T10:40:24Z,https://www.adzuna.de/land/ad/5463841808?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=B7B7D774D8E2DB0D4681A1220C64034B87E628A6
Intern (m/w/d) Performance Management,Stepstone GmbH,"Düsseldorf, Nordrhein-Westfalen",Confidential,"At The Stepstone Group, we have a simple yet very important mission: The right job for everyone. Using our data, platform, and technology, we create opportunities for jobseekers and companies around the world to find a perfect match in fair and equitable way. With over 20 brands across 30 countries, we strive for fair and unbiased hiring. Join our team of 4,000 employees and be part of reshaping the labour market and becoming the world's leading job platform. We are looking for full-time suppor…",2025-11-04T19:46:35Z,https://www.adzuna.de/land/ad/5480808185?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=3A8316EB98534A4C1E115AC466E5B4C76696526D
Senior Business Process Owner Data Sharing (m/w/d),Kaufland Dienstleistung GmbH & Co. KG,"Böckingen, Heilbronn",Confidential,"Du hast ein abgeschlossenes Studium, z. B. mit Schwerpunkt Wirtschaftswissenschaften / BWL? Perfekt! Mehrjährige einschlägige Berufserfahrung in einer ähnlichen Position im Projektmanagement und/oder im Data Sharing Umfeld setzen wir ebenfalls voraus. Mit deinem ausgeprägten Willen zur Neugestaltung sowie deiner Kommunikationsstärke, schnellen Auffassungsgabe und Überzeugungskraft fällt es dir leicht, Menschen zu begeistern, Projekte aktiv zu steuern und Herausforderungen zu meistern. Qualität …",2025-11-12T12:17:10Z,https://www.adzuna.de/land/ad/5491781221?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=E8262C08663B6B984F5513F0CC0A600E9BE348A8
Wirtschaftsinformatiker als Trainee - Data-Warehouse-Architektur SAP / HANA (m/w/d),ISR Information Products AG,"Hamburg, Deutschland",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-08-27T20:30:47Z,https://www.adzuna.de/land/ad/5370498191?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=2450E4AFE0AEC00F66227E863FD44728F390BA5E
Wirtschaftsinformatiker als Trainee - Data-Warehouse-Architektur SAP / HANA (m/w/d),ISR Information Products AG,"Münster, Nordrhein-Westfalen",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-10-21T09:28:38Z,https://www.adzuna.de/land/ad/5457094301?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=64F98C7BFB022CE83EE03373820DE39DAED634F6
Wirtschaftsinformatiker als Trainee - Data-Warehouse-Architektur SAP / HANA (m/w/d),ISR Information Products AG,"Braunschweig, Niedersachsen",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-10-21T09:28:36Z,https://www.adzuna.de/land/ad/5457094279?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=2473FFDD07A47231C8D4F437CAC4340E941131E2
Wirtschaftsinformatiker als Trainee - Data-Warehouse-Architektur SAP / HANA (m/w/d),ISR Information Products AG,"Köln, Nordrhein-Westfalen",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-10-21T09:28:36Z,https://www.adzuna.de/land/ad/5457094278?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=503685143DEC6D79D6652F9AB23D73269CA83ABB
(Senior) IT Consultant – Data Management (w/m/d),PRODATO Integration Technology GmbH,"Almoshof, Nürnberg",Confidential,"Über unsProzesse, Daten, Organisation – dafür steht PRODATO. Wir sind eine IT-Beratung mit Sitz in Nürnberg und seit über 25 Jahren darauf spezialisiert, maßgeschneiderte Lösungen zu entwickeln, die Innovation, Praxisnähe und Wirtschaftlichkeit vereinen. Unsere Kernkompetenzen liegen in den Bereichen Business Intelligence, Analytics, Data Warehousing, Künstliche Intelligenz sowie im Prozess- und Projektmanagement. Darüber hinaus realisieren wir anspruchsvolle Softwareprojekte und entwickeln dur…",2025-11-23T00:11:52Z,https://www.adzuna.de/land/ad/5510044730?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=10A5A7E7519811BC26A305FE3FD8B94E48DA7EC7
Wirtschaftsinformatiker als Trainee Data Engineering SAP / Azure (m/w/d),ISR Information Products AG,"Hamburg, Deutschland",Confidential,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",2025-08-27T20:30:48Z,https://www.adzuna.de/land/ad/5370498209?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=2E812C52BC05E38F09BC7A408E60A6C9C9E07E39
Data Warehouse & Reporting Analyst Krankenversicherung (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Confidential,Aufbau und Weiterentwicklung von Data Warehouse Lösungen Initiierung und Koordination von DV-Vorhaben und Prüfung von Vorgaben auf DV-Erfordernisse Abnahme und Sicherung der Durchführung von DV-Tests Anwendun,2025-11-20T10:13:35Z,https://www.adzuna.de/land/ad/5504937146?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=B9BD3D24AAF7273C46152304375422DC9B8B8424
Systemadministrator:in OT-Infrastruktur & Data-Center (m|w|d),Syna GmbH,"Höchst, Frankfurt am Main",Confidential,"Hier bringst Du Deine Energie ein: Als Systemadministrator übernimmst Du Verantwortung für zentrale Infrastruktur-Services in unserer OT Umgebung, wie Virtualisierung, Patchmanagement, IAM, Disaster-Recovery, Backup und Restore sowie Data-Center-Networking Auf Basis modernster Data-Center-Komponenten stellen wir mit Deiner Unterstützung eine sichere und zuverlässige Infrastruktur für die Systemführung der Syna GmbH bereit In Digitalisierungsprojekten bringst Du Dich ein und unterstützt dadurch …",2025-07-15T10:23:40Z,https://www.adzuna.de/land/ad/5303332423?se=GgyZ66jI8BGYSfdOR2D5aQ&utm_medium=api&utm_source=df8f6824&v=9785CA0C6E551A13715F78F180D6D55FA43F23C1
Senior Data Engineer,Masentó Group,Deutschland,Confidential,"Senior Data Engineer Consultant - Germany, Remote Masentó are partnered with an exciting Technology Consulting firm, who are in a truly exciting growth stage looking to scale their data solution expertise. We are recruiting for a Senior Data Engineer, with a strong track-record of delivering end-to-end customer solutions, whilst working with the Azure Data Stack. Role Responsibilities Designing and building robust, scalable data pipelines and integrations for client environments. Leading client…",2025-09-22T21:50:55Z,https://www.adzuna.de/land/ad/5410931945?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=D8597C00ABA52D4A4263DA1BEB94C7772952C882
Data Protection Manager,Job&Talent España,Deutschland,Confidential,"Our Client: Huawei is a leading global provider of information and communications technology (ICT) infrastructure and smart devices. With integrated solutions across four key domains – telecom networks, IT, smart devices, and cloud services – they are committed to bringing digital to every person, home and organization for a fully connected, intelligent world. At Huawei, innovation focuses on customer needs. They invest heavily in basic research, concentrating on technological breakthroughs tha…",2025-11-07T07:29:56Z,https://www.adzuna.de/land/ad/5484840677?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=91397C3640655C49552216BB0370894D62B76C3C
Lead Data Consultant,Syniti,Deutschland,Confidential,"ABOUT US Syniti , part of Capgemini, tackles the hardest work in data for the world’s largest organizations. We combine intelligent software with deep data expertise to help the Fortune2000 tackle complex data challenges and drive measurable business outcomes with business-ready data. Syniti’s Data First strategy transforms data from an afterthought into a strategic asset—unlocking insights, reducing risk, and fueling growth. With over 5,000 successful projects, we support the full data lifecyc…",2025-11-07T07:38:00Z,https://www.adzuna.de/land/ad/5484856591?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=F4B71C20FFAB0BC2C001D1F5C284BD9497E27E59
Financial Data Manager (m/w/d) Bilanzierung und Reporting,freenet DLS GmbH,"Büdelsdorf, Rendsburg-Eckernförde (Kreis)",Confidential,Barrierefreiheit Gesundheitsvorsorge Gutes Miteinander Kantine Flexible Arbeitszeiten Mitarbeitervergünstigungen freenet bietet ein umfangreiches Portfolio rund u,2025-11-20T10:13:35Z,https://www.adzuna.de/land/ad/5504937078?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=C5368A14943397430EF1770E0772CA1AC4D7346F
CRM & Data Analytics Spezialist (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Confidential,"Verantwortung des Bereichs Data Mining und Mitwirkung bei techn. Fragestellungen sowie im strategischen & analytischen CRM Betreuung des (Bestands-)Datenmanagements sowie Mitwirkung bei entsprechenden (konzerninternen) Projekten Betreuung des Database Marketing & Unterstützung bei der Optimierung bestehender CRM-/Marketing-/Vertriebsaktivitäten Entwicklung von Business- und Customer-Intelligence-Analysen zur Steigerung des CLV und Neukundengewinnung Pflege, Entwicklung und Analyse von Vertriebs…",2025-11-14T14:32:45Z,https://www.adzuna.de/land/ad/5496054953?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=BFA1D14E9C6574F2F87A498FB6A57C491AE22E6C
"Duales Studium Wirtschaftsinformatik - Vertiefung Data Science, Bachelor of Science, Mercedes-Benz Customer Solutions GmbH, Stuttgart Vaihingen, Studienbeginn 1. Oktober 2026 (m/w/d)",Mercedes-Benz Customer Solutions GmbH,"Stuttgart, Baden-Württemberg",Confidential,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",2025-11-11T20:15:02Z,https://www.adzuna.de/land/ad/5491055579?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=F433B68AA6CEB3DC6A6A522A1E1BC15F959119DB
Wirtschaftsinformatiker als Data Architect Energiewende (m/w/d),50Hertz Transmission GmbH,"Berlin, Deutschland",Confidential,"Gestalte mit uns die Next Generation Datenarchitekturen und entwickle Netzmodelle für eine erfolgreiche digitale Energiewende! Das macht diesen Job für dich interessant: Hast du Lust Teil der Energiewende zu sein, mit uns die digitale Zukunft der Übertagungsnetzbetreiber zu gestalten und das Next Generation Control Center Ecosystem (Modular Control Center System) zu entwickeln? Dann übernimm die Verantwortung als Data Architect (Digitization System Operation) und entwickle Datenarchitekturen un…",2025-10-29T01:58:56Z,https://www.adzuna.de/land/ad/5468830659?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=8934BCA343FB5279E2477588CCB9637B1D5CFD27
Wirtschaftsinformatiker als Data Architect Energiewende (m/w/d),50Hertz Transmission GmbH,Deutschland,Confidential,"Gestalte mit uns die Next Generation Datenarchitekturen und entwickle Netzmodelle für eine erfolgreiche digitale Energiewende! Das macht diesen Job für dich interessant: Hast du Lust Teil der Energiewende zu sein, mit uns die digitale Zukunft der Übertagungsnetzbetreiber zu gestalten und das Next Generation Control Center Ecosystem (Modular Control Center System) zu entwickeln? Dann übernimm die Verantwortung als Data Architect (Digitization System Operation) und entwickle Datenarchitekturen un…",2025-10-29T01:58:56Z,https://www.adzuna.de/land/ad/5468830661?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=84DD5A442819ED07CF97D4BAB6A988F3B8ED4026
Senior Data Engineer (w/m/d) remote,Value AG,"Leipzig, Leipzig (Kreis)",Confidential,"Die ist Deutschlands größter bankenunabhängiger Full-Service-Dienstleister in der Immobilienbewertungsbranche . Mit unseren Geschäftsbereichen bilden wir die vollständige Wertschöpfungskette der Immobilienbewertungen aller Assetklassen ab und begleiten unsere Kunden als kompetente Partner. Dabei sind wir ein 100%iges Tochterunternehmen der Hypoport SE , einem Technologiedienstleistungsnetzwerk der FinTech, PropTech und InsurTech-Branche. Wir laden dich ein, unser Unternehmen mitzugestalten und …",2025-11-21T16:08:15Z,https://www.adzuna.de/land/ad/5507543069?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=1AF5672FA88689951A1133C25649411AC2BCD436
Intern Financial Planning & Analytics (m/w/d),AUTO1 Group,"Berlin, Deutschland",Confidential,"Join our growing European Production Team! Are you passionate about data, eager to shape strategic decisions, and ready to make an impact across international production centers? We're looking for a proactive, analytical mind to become part of our collaborative team. Work directly with the Director of Production Europe and contribute to big-picture initiatives affecting 1000 colleagues. AUTO1 Group is Europe's leading digital automotive platform. We revolutionize the used car market with our we…",2025-11-23T10:55:42Z,https://www.adzuna.de/land/ad/5510256974?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=4289C173B84DCC26DF5FB3BCA67B1D32D638DDF9
Data & Automation Specialist Reporting & Analytics,DEW21 Dortmunder Energie- und Wasserversorgung GmbH DEW21,"Mitte, Dortmund",Confidential,"Data & Automation Specialist Reporting & Analytics Wir stehen als modernes Energieversorgungsunternehmen mit rund 1.000 Mitarbeiter*innen für die optimale Kombination aus zukunftsweisenden Dienstleistungen und dem Know-how eines lokalen Energieversorgers. Ob Strom, Erdgas, Wärme oder Wasser – wir liefern alles aus einer Hand. Wir investieren in unsere Stadt und ihre regenerativen Energien und liefern Strom sowie Erdgas auch über unsere Stadtgrenzen hinaus. Dabei sind wir ausgesprochen vielseiti…",2025-11-16T01:54:44Z,https://www.adzuna.de/land/ad/5498605920?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=036D3C0B77E7F52A97B02A6549CFE47003FA931B
Professur (W1 mit Tenure Track) für Financial History and Data Science,Johann Wolfgang Goethe-Universität Frankfurt am Main,"Bockenheim, Frankfurt am Main",Confidential,"Auf Basis eines gemeinsamen Berufungsverfahrens besetzen SAFE und der Fachbereich Wirtschaftswissenschaften der Goethe-Universität Frankfurt am Main folgende Position im Beamten- oder Arbeitsverhältnis zum nächstmöglichen Zeitpunkt: Professur (W1 mit Tenure Track) für Financial History and Data Science Die Professur wird zunächst für sechs Jahre befristet besetzt, nach erfolgreicher Evaluation erfolgt die unbefristete Übertragung einer höherwertigen Professur (W2) gem. HessHG §70 Abs. 1, 2 und …",2025-10-27T18:05:22Z,https://www.adzuna.de/land/ad/5466400292?se=HID07KjI8BGGsuXI_Qytxg&utm_medium=api&utm_source=df8f6824&v=63728776B116CCAA16DF537959DFCBEED63D96AA
Data- / Lab Engineer - all genders - Inklusiver Job   ,Sanofi-Aventis Deutschland GmbH,"Frankfurt am Main, Hessen",Confidential,"About the job Our Team: We, Sanofi, are an innovative global healthcare company, driven by one purpose: we chase the miracles of science to improve people's lives. With unique, novel, and innovative biomolecules (e.g. Nanobody® molecules, SYNTHORIN™ molecules) come new challenges for large-scale process development in microbial systems. Our team develops the future downstream processes for these new therapeutics. If you want to help shape the new generation of processes with us then you've come…",2025-11-18T03:46:04Z,https://www.adzuna.de/details/5501222743?utm_medium=api&utm_source=df8f6824
